0.8281	0.546	1	0.03
1.0816	0.624	1.1	0.03
1.288225	0.681	1.2	0.03
1.9044	0.828	1.3	0.03
2.059225	0.861	1.4	0.03
2.1609	0.882	1.5	0.03
2.608225	0.969	1.6	0.03
3.010225	1.041	1.7	0.03
3.4969	1.122	1.8	0.03
3.8809	1.182	1.9	0.03
3.940225	1.191	2	0.03
