1990	0.19787938035707900000
1990.25	-0.13252774490853200000
1990.5	-0.74220395334291200000
1990.75	-2.3370279149177900
1991	-3.4808435605693800
1991.25	-3.3289332172439200
1991.5	-3.4510269740538700
1991.75	-3.7348511977528100
1992	-3.1498886571993200
1992.25	-2.6890719208657700
1992.5	-2.3411021117673200
1992.75	-1.9455770535159500
1993	-2.4459754490231400
1993.25	-2.5357947008047900
1993.5	-2.7385286646685500
1993.75	-2.0486537588369300
1994	-1.75553448677733000000
1994.25	-1.07782376507926000000
1994.5	-1.17862797012063000000
1994.75	-0.71861835809579600000
1995	-1.04831837602197000000
1995.25	-1.43833985462013000000
1995.5	-1.26968297140217000000
1995.75	-1.28389672197418000000
1996	-1.23387978674748000000
1996.25	-0.30691390910184700000
1996.5	-0.19388340361007200000
1996.75	0.01503844262132600000
1997	-0.20768481728697200000
1997.25	0.53849134996606900000
1997.5	0.84176403737248800000
1997.75	0.73529905501692400000
1998	0.74831547311839200000
1998.25	0.66710447374337800000
1998.5	0.89892616175966600000
1998.75	1.47614217557201000000
1999	1.38803714481567000000
1999.25	1.19161058284267000000
1999.5	1.46903670597291000000
1999.75	2.0479164947266800
2000	1.38423434431880000000
2000.25	2.1654004421537400
2000.5	1.31860077634200000000
2000.75	1.00363989471399000000
2001	-0.17682631354178100000
2001.25	-0.36842582440548000000
2001.5	-1.5425739664518900
2001.75	-1.9924703002428800
2002	-1.8448549013464500
2002.25	-1.8859154341274700
2002.5	-2.1259699345541900
2002.75	-2.6322312167324300
2003	-2.7391043184721100
2003.25	-2.4642093791420900
2003.5	-1.40879863154683000000
2003.75	-0.87689070209499000000
2004	-0.93673191899146100000
2004.25	-0.79557746200843000000
2004.5	-0.50370729704591900000
2004.75	-0.13655761206611600000
2005	0.33138781921748100000
2005.25	0.20041261195534400000
2005.5	0.37794348614677900000
2005.75	0.35567068058758800000
2006	1.11796247136148000000
2006.25	0.80817382178948800000
2006.5	0.42741407933250000000
2006.75	0.75632682252704700000
2007	0.54502859886274000000
2007.25	0.67408101855369100000
2007.5	0.76520274548411000000
2007.75	0.86877872538453100000
2008	-0.03178033428205580000
2008.25	0.06223024434501150000
2008.5	-0.92247736476928500000
2008.75	-3.6119883354435400
2009	-5.2399988984366500
2009.25	-5.7970179516160500
2009.5	-5.7706186638272800
2009.75	-4.9931765229779000
2010	-4.8113897748597800
2010.25	-4.1529130203560300
2010.5	-3.7145825301283200
2010.75	-3.5507991458444500
2011	-4.1886968593582000
2011.25	-3.8879602380557200
2011.5	-4.3440189995421400
2011.75	-3.6089501415666900
2012	-3.1979217753979300
2012.25	-3.1700127002363400
2012.5	-3.4394062217049200
2012.75	-3.7829298075044900
2013	-3.3518048182854200
2013.25	-3.6755909021845000
2013.5	-3.3288119151815500
2013.75	-3.0697645894474300
2014	-3.9099483403126100
2014.25	-3.0685213700813900
2014.5	-2.3612204896987400
2014.75	-2.3847744459976800
2015	-2.0376182242364200
2015.25	-1.9258313231758500
2015.5	-2.0693335061595700
2015.75	-2.3850773858045700
2016	-2.2433777054489600
2016.25	-2.3865574161946800
2016.5	-2.2181750337772400
2016.75	-2.1519475005716500
2017	-2.1546022513091900
2017.25	-2.0786937094705700
2017.5	-1.6852913895720100
2017.75	-1.1238267612410600
2018	-0.88633937893913700000
2018.25	-0.65510654963222200000
2018.5	-0.40830021061483800000
2018.75	-0.70264608362590300000
2019	-0.63366602143942100000
2019.25	-0.43616547296606000000
2019.5	-0.02345595947749960000
2019.75	-0.05156247437312560000
2020	-1.7085588735646800
2020.25	-11.6288676876329000
2020.5	-3.9132801968883800
2020.75	-3.3555298477148500
2021	-2.2286688581482000
2021.25	-0.96571635808141600000
2021.5	-0.76363086637176600000
2021.75	0.45931304930211300000
2022	-0.40835997110633100000
2022.25	-1.0349645400658300
2022.5	-0.71443234922471600000
2022.75	-0.53486081358781800000
